,Polarity,Sensitivity,Tweet_vol,Open,High,Low,Volume_BTC,Volume_Dollar,Close_Price
2018-07-14 23:00:00,0.1016246044466634,0.21187473667744477,3453.0,6265.07,6277.9,6238.48,63.91,399501.47,6246.57
2018-07-15 00:00:00,0.08645926265533192,0.19637008784261328,3344.0,6250.99,6261.06,6238.56,54.37,339748.71,6243.98
2018-07-15 01:00:00,0.07440800340954949,0.17433025080936304,3890.0,6245.99,6255.86,6227.76,63.46,396208.02,6243.42
2018-07-15 02:00:00,0.09153586908711045,0.19087176337574915,3136.0,6243.42,6247.97,6227.94,36.89,230131.13,6243.93
2018-07-15 03:00:00,0.09914894113188619,0.22633646719980086,3121.0,6238.55,6250.64,6232.06,38.61,240983.43,6249.61
2018-07-15 04:00:00,0.09269128033174348,0.20158160932478605,3397.0,6249.61,6252.85,6235.12,175.88,1097749.25,6248.6
2018-07-15 05:00:00,0.0969583905604344,0.19882088768184264,3391.0,6248.6,6277.28,6248.6,77.26,484027.1,6266.27
2018-07-15 06:00:00,0.12450486511852168,0.22112820700711266,3328.0,6266.16,6280.41,6258.72,46.05,288836.56,6275.95
2018-07-15 07:00:00,0.0988669935841507,0.19227725225395115,3751.0,6278.82,6283.57,6266.26,86.17,540629.42,6274.99
2018-07-15 08:00:00,0.09638586963250599,0.23420282158809222,4613.0,6270.26,6279.5,6256.5,22.0,137960.07,6277.0
2018-07-15 09:00:00,0.11079858545480217,0.22384213168365805,3865.0,6277.0,6349.47,6267.31,299.95,1891954.57,6311.47
2018-07-15 10:00:00,0.12746877528258913,0.22103256652160957,4084.0,6305.67,6330.99,6296.72,199.63,1260251.48,6302.99
2018-07-15 11:00:00,0.11613103897994907,0.20725430234489406,4156.0,6303.85,6384.47,6303.85,508.32,3225731.02,6336.0
2018-07-15 12:00:00,0.12037205312234465,0.2153608557262819,4178.0,6332.99,6359.81,6325.96,357.15,2268610.84,6353.01
2018-07-15 13:00:00,0.12241130247880065,0.23832342374193266,4683.0,6353.01,6360.89,6324.21,91.99,583242.7,6329.26
2018-07-15 14:00:00,0.11634313134396271,0.22410089987047968,4303.0,6329.26,6359.06,6322.03,111.84,709071.63,6354.96
2018-07-15 15:00:00,0.11613708011053471,0.21907138095607467,4397.0,6356.86,6362.94,6327.14,140.14,889382.77,6347.99
2018-07-15 16:00:00,0.10994101696467036,0.2279774612159839,3801.0,6347.98,6376.98,6342.62,249.59,1586484.37,6372.36
2018-07-15 17:00:00,0.10674266070473037,0.22293243238284427,4492.0,6374.58,6397.21,6362.7,106.36,678296.77,6374.74
2018-07-15 18:00:00,0.10997613960865044,0.23374366728242194,3964.0,6378.88,6393.51,6354.12,294.5,1879818.44,6383.0
2018-07-15 19:00:00,0.09045161714398472,0.226387896197765,3445.0,6383.0,6383.0,6349.47,65.63,417658.22,6349.72
2018-07-15 20:00:00,0.08711509708244272,0.20652699734090638,3505.0,6354.97,6372.94,6349.47,72.23,459477.97,6362.99
2018-07-15 21:00:00,0.09560266939710718,0.2363889192541693,3590.0,6362.99,6372.69,6355.29,83.2,529393.61,6372.69
2018-07-15 22:00:00,0.08745570188051328,0.2233889519208471,3198.0,6372.87,6397.21,6369.12,157.75,1006828.31,6379.95
2018-07-15 23:00:00,0.10067384092591493,0.22686999793487145,3187.0,6379.95,6388.82,6350.11,177.91,1133835.24,6361.63
2018-07-16 00:00:00,0.10101162074136538,0.22640124740108136,2998.0,6361.68,6373.07,6336.01,93.76,595245.86,6349.3
2018-07-16 01:00:00,0.10680389406136824,0.21421138664372752,3695.0,6353.25,6377.82,6340.53,117.74,748249.33,6350.52
2018-07-16 02:00:00,0.10851873206700743,0.19241046825043137,3771.0,6349.46,6354.99,6339.58,112.25,712492.32,6345.61
2018-07-16 03:00:00,0.13063382784526958,0.2287674128269762,3299.0,6345.49,6363.53,6333.63,223.51,1417294.48,6351.87
2018-07-16 04:00:00,0.11510180723062069,0.22669744921558144,3171.0,6351.68,6370.0,6346.49,198.15,1260752.84,6352.93
2018-07-16 05:00:00,0.12421010338306845,0.22375148377130483,3683.0,6352.99,6357.17,6338.86,97.74,620504.75,6344.03
2018-07-16 06:00:00,0.10025139746450867,0.19986633661542283,3831.0,6344.03,6367.99,6342.76,158.7,1009238.67,6362.99
2018-07-16 07:00:00,0.12006243489878883,0.22294543258347688,3948.0,6362.99,6380.01,6355.07,119.64,761752.33,6363.13
2018-07-16 08:00:00,0.10381535148494465,0.20600678278535753,4602.0,6362.98,6365.67,6348.41,157.83,1002695.44,6359.74
2018-07-16 09:00:00,0.08866044469405737,0.18684176442941855,4378.0,6359.74,6396.08,6340.0,372.24,2369598.53,6368.02
2018-07-16 10:00:00,0.09820637577528228,0.20079615873035667,5585.0,6367.99,6530.0,6360.0,1147.69,7418674.01,6522.15
2018-07-16 11:00:00,0.09356232328934051,0.19267955935679773,5841.0,6516.03,6553.0,6496.46,610.8,3983335.56,6542.77
2018-07-16 12:00:00,0.09658528762607374,0.20456811655826818,6359.0,6542.99,6667.0,6527.19,912.03,6022860.97,6625.99
2018-07-16 13:00:00,0.0920606179084515,0.2004977756567735,7133.0,6627.99,6633.18,6587.3,436.89,2886535.04,6599.25
2018-07-16 14:00:00,0.08435536040922681,0.1919805585897622,7280.0,6598.72,6619.97,6576.8,398.27,2627631.55,6588.18
2018-07-16 15:00:00,0.08570224612525415,0.2124886445303301,6690.0,6581.87,6631.4,6580.0,369.45,2443755.81,6621.57
2018-07-16 16:00:00,0.08231677287304599,0.21623361865548088,6271.0,6627.63,6647.85,6608.26,320.53,2124754.87,6623.44
2018-07-16 17:00:00,0.10487584012803053,0.2243072925380704,5898.0,6628.12,6652.26,6610.63,697.8,4633743.83,6617.04
2018-07-16 18:00:00,0.09189594855473134,0.22327380578556308,5539.0,6619.98,6724.78,6613.72,933.84,6232959.77,6665.62
2018-07-16 19:00:00,0.10079133823349068,0.22437945772881338,4967.0,6665.8,6700.0,6659.51,436.1,2913361.09,6660.56
2018-07-16 20:00:00,0.09804340086611071,0.20411718528510037,4937.0,6661.02,6689.94,6635.0,297.5,1981897.93,6675.01
2018-07-16 21:00:00,0.09274331640552064,0.2182669786906523,4692.0,6674.96,6674.96,6651.01,245.83,1638392.23,6661.11
2018-07-16 22:00:00,0.09794827588098044,0.23045003961517432,4290.0,6656.59,6668.32,6641.35,151.51,1008524.63,6661.66
2018-07-16 23:00:00,0.08960596210615838,0.2111357903786806,3996.0,6659.17,6697.23,6651.91,188.37,1257005.96,6671.97
2018-07-17 00:00:00,0.08441498966342238,0.20378772478045137,4159.0,6668.87,6755.0,6662.04,699.65,4700740.52,6721.04
2018-07-17 01:00:00,0.07757985257908741,0.18945709572627056,4146.0,6721.21,6741.59,6700.36,375.73,2526123.13,6740.87
2018-07-17 02:00:00,0.07779411857484492,0.1815114455443646,4063.0,6741.59,6749.11,6696.0,247.99,1666318.6,6721.0
2018-07-17 03:00:00,0.08803316649020868,0.19529453582262724,3542.0,6720.99,6734.87,6712.29,194.25,1307163.64,6734.4
2018-07-17 04:00:00,0.08060551768147316,0.18854092053740948,3596.0,6734.4,6749.7,6724.5,247.25,1665494.07,6738.86
2018-07-17 05:00:00,0.07906925575205595,0.19812163257553825,3943.0,6738.86,6755.14,6702.91,328.33,2207847.78,6707.47
2018-07-17 06:00:00,0.08166557090545296,0.1988207290633254,3782.0,6706.12,6718.3,6679.58,306.45,2053621.55,6688.11
2018-07-17 07:00:00,0.08926668742545174,0.19717730891360574,3740.0,6689.3,6696.63,6657.95,387.29,2587491.88,6670.93
2018-07-17 08:00:00,0.08669627364776862,0.20270935828254527,4895.0,6671.21,6702.19,6668.64,194.46,1300997.96,6698.76
2018-07-17 09:00:00,0.08404939264271777,0.19747495622359704,4598.0,6699.66,6734.78,6694.19,341.46,2294438.1,6715.07
2018-07-17 10:00:00,0.07728310090551331,0.21391281443005386,4858.0,6719.97,6719.97,6693.17,173.23,1161670.06,6702.3
2018-07-17 11:00:00,0.0880541898029586,0.21086802375649066,5356.0,6697.33,6720.0,6696.01,155.38,1042120.84,6718.26
2018-07-17 12:00:00,0.09866325851638928,0.228294372473011,5903.0,6719.21,6724.34,6675.63,201.22,1348614.56,6683.14
2018-07-17 13:00:00,0.0994711918334477,0.21600808100382365,5666.0,6682.19,6708.01,6674.6,341.78,2287346.9,6699.3
2018-07-17 14:00:00,0.1038629340479667,0.2376332340151667,5770.0,6699.76,6710.0,6682.88,207.8,1391864.94,6697.53
2018-07-17 15:00:00,0.10365502473897802,0.2271468083106771,5911.0,6696.0,6764.47,6690.25,477.88,3212613.38,6718.0
2018-07-17 16:00:00,0.09877498471380865,0.21739572998063109,6300.0,6718.0,6789.0,6711.68,407.12,2747512.48,6779.23
2018-07-17 17:00:00,0.09924709835707932,0.21905868387840996,5622.0,6778.18,6778.18,6733.51,294.3,1986746.72,6751.72
2018-07-17 18:00:00,0.09450994365782422,0.22158155212170066,7995.0,6748.56,7264.47,6745.83,2640.49,18620560.8,7183.99
2018-07-17 19:00:00,0.08938425271174931,0.23788686788771235,10452.0,7186.99,7468.31,7171.33,2600.32,19126407.89,7346.91
2018-07-17 20:00:00,0.08826820193223688,0.22801567852606316,7354.0,7348.42,7375.65,7295.13,874.26,6408774.66,7295.13
2018-07-17 21:00:00,0.08757832718459499,0.2214965284757346,6001.0,7295.13,7332.21,7295.13,582.84,4263944.05,7317.11
2018-07-17 22:00:00,0.10081845661400027,0.22948639301796517,5717.0,7317.11,7388.38,7312.89,378.16,2781076.34,7360.6
2018-07-17 23:00:00,0.08739853380203005,0.20683654015580452,5405.0,7360.6,7379.0,7269.84,474.87,3475255.97,7310.56
2018-07-18 00:00:00,0.10458653605004535,0.22565920099699327,4989.0,7315.57,7338.55,7296.6,270.47,1979623.49,7310.71
2018-07-18 01:00:00,0.10426692766856487,0.2150542494067622,4636.0,7310.71,7369.52,7310.71,245.16,1799395.28,7341.22
2018-07-18 02:00:00,0.09539051572444865,0.19786297896745184,4829.0,7342.1,7352.41,7315.01,125.74,922275.1,7336.99
2018-07-18 03:00:00,0.10018737266442283,0.22056466916427314,4799.0,7335.94,7449.68,7328.49,511.71,3775483.69,7401.0
2018-07-18 04:00:00,0.10003658691113283,0.21010508601828456,5090.0,7401.0,7546.68,7401.0,1576.15,11798048.6,7458.54
2018-07-18 05:00:00,0.09632101300041417,0.19897012116782847,4972.0,7459.92,7471.41,7400.0,351.11,2608164.78,7433.0
2018-07-18 06:00:00,0.10810567198577267,0.20782090857300461,4653.0,7433.0,7481.07,7416.27,281.91,2097039.92,7459.23
2018-07-18 07:00:00,0.09837631003006138,0.19710796290408308,5090.0,7459.23,7477.57,7449.25,304.67,2272795.48,7464.86
2018-07-18 08:00:00,0.10286441641920244,0.20909074678772308,6332.0,7464.36,7466.0,7403.8,665.62,4944348.99,7433.46
2018-07-18 09:00:00,0.10236345987876981,0.1995544952702377,5765.0,7436.58,7437.98,7317.83,773.15,5691054.24,7362.08
2018-07-18 10:00:00,0.09893850443227278,0.2046419638769042,5694.0,7362.98,7395.63,7361.96,338.75,2499982.03,7395.63
2018-07-18 11:00:00,0.08721378948642718,0.20327885161459489,5534.0,7392.63,7424.42,7362.19,269.83,1996662.83,7397.61
2018-07-18 12:00:00,0.08452868963858916,0.19673796033717042,6844.0,7397.61,7434.45,7380.97,386.63,2866370.21,7410.65
2018-07-18 13:00:00,0.08691865918191342,0.20876507790721302,7171.0,7415.62,7468.31,7407.48,462.37,3441667.99,7430.0
2018-07-18 14:00:00,0.09715237581185075,0.2151440570451033,7209.0,7433.99,7461.62,7385.98,383.98,2851271.78,7449.43
2018-07-18 15:00:00,0.09719707503910022,0.2140918216301937,7222.0,7445.35,7525.17,7425.76,630.39,4706264.24,7446.3
2018-07-18 16:00:00,0.09856703142075066,0.22027114066808534,6733.0,7442.35,7442.35,7378.0,817.06,6055122.46,7422.88
2018-07-18 17:00:00,0.10700218237766784,0.23218631464650394,6493.0,7417.81,7451.99,7410.89,221.67,1647469.3,7431.18
2018-07-18 18:00:00,0.11935964400029529,0.24128665869962426,5765.0,7433.67,7513.38,7428.63,1103.91,8247570.88,7500.86
2018-07-18 19:00:00,0.11004891527390581,0.23781049893042644,6211.0,7498.5,7599.98,7376.0,1490.02,11172723.69,7428.05
2018-07-18 20:00:00,0.10739199869227331,0.24353434180133784,5597.0,7422.02,7442.4,7339.12,649.21,4794432.56,7400.0
2018-07-18 21:00:00,0.10121197130126297,0.24342249598605217,5381.0,7393.77,7393.77,7239.15,949.03,6922391.06,7336.18
2018-07-18 22:00:00,0.10244741599158645,0.23728994500190434,4597.0,7337.99,7357.26,7299.92,177.31,1300009.44,7332.6
2018-07-18 23:00:00,0.09582295967638106,0.22565433501245782,4333.0,7325.66,7388.99,7278.88,324.78,2380734.14,7359.68
2018-07-19 00:00:00,0.07359266204853114,0.21975802525110122,4225.0,7362.54,7394.09,7340.71,307.69,2268343.66,7374.88
2018-07-19 01:00:00,0.09088181849508321,0.20757276547809825,4603.0,7384.92,7384.92,7305.0,201.54,1479387.55,7340.77
2018-07-19 02:00:00,0.10544487159119742,0.21616249279499702,4281.0,7342.6,7342.6,7278.84,286.2,2091067.8,7298.95
2018-07-19 03:00:00,0.12028376135888774,0.22015166158516353,4346.0,7301.74,7342.45,7280.92,322.28,2354462.88,7323.19
2018-07-19 04:00:00,0.10575343210474486,0.20353374171222816,4618.0,7320.75,7357.26,7316.87,131.57,965522.38,7316.87
2018-07-19 05:00:00,0.11944988528427804,0.22145330825652093,4482.0,7319.58,7347.16,7305.67,203.41,1490708.7,7315.98
2018-07-19 06:00:00,0.11394853026434082,0.21496222114861888,4422.0,7312.37,7336.99,7300.33,185.65,1359245.16,7329.47
2018-07-19 07:00:00,0.11660140494214971,0.22604099746407488,4810.0,7329.47,7362.09,7326.23,262.75,1929530.25,7332.58
2018-07-19 08:00:00,0.10234580298997183,0.2079983409586107,6110.0,7331.58,7345.39,7293.59,202.74,1484532.8,7310.83
2018-07-19 09:00:00,0.10890424448438812,0.2110123359473201,5441.0,7310.83,7338.41,7298.38,358.44,2622125.54,7324.03
2018-07-19 10:00:00,0.10259191610439748,0.19155543801644864,5681.0,7323.44,7420.0,7321.97,532.98,3927556.9,7408.79
2018-07-19 11:00:00,0.09756634607806124,0.2002868882588213,5861.0,7407.76,7420.71,7370.46,218.13,1611513.72,7374.87
2018-07-19 12:00:00,0.10470509818970977,0.22154672720611843,6197.0,7374.83,7434.34,7359.94,624.64,4622003.24,7416.99
2018-07-19 13:00:00,0.10366334418573576,0.21574768659840218,6151.0,7417.6,7452.0,7406.78,334.26,2482521.47,7423.27
2018-07-19 14:00:00,0.10688106583353042,0.22254927883140213,6584.0,7423.27,7513.0,7414.05,703.35,5248927.21,7486.65
2018-07-19 15:00:00,0.11044259314994757,0.2338962169074704,6786.0,7484.21,7484.21,7431.1,485.06,3616235.46,7448.6
2018-07-19 16:00:00,0.11669284158808829,0.2348234412544244,6886.0,7454.44,7483.29,7363.63,735.65,5462758.12,7391.83
2018-07-19 17:00:00,0.09872221884419828,0.21150099988977572,6205.0,7391.83,7419.99,7348.27,609.23,4499487.53,7371.86
2018-07-19 18:00:00,0.10839835323482973,0.23050014608126324,5922.0,7363.07,7431.1,7358.62,353.88,2620114.63,7422.04
2018-07-19 19:00:00,0.1210115284698595,0.2446549891303321,5516.0,7421.89,7450.0,7406.46,248.57,1847374.31,7420.81
2018-07-19 20:00:00,0.12769561242543415,0.2620480951938342,5346.0,7424.43,7488.0,7415.0,335.15,2499285.31,7448.08
2018-07-19 21:00:00,0.11627265435113132,0.24421462507996972,4842.0,7448.08,7481.02,7414.66,341.19,2541848.79,7416.59
2018-07-19 22:00:00,0.12117015923875779,0.23701036943748027,4596.0,7421.22,7460.2,7420.22,45.09,335446.22,7436.93
2018-07-19 23:00:00,0.0787649784566368,0.23165228792384185,4187.0,7436.93,7570.9,7433.99,793.46,5947075.84,7479.61
2018-07-20 00:00:00,0.08728006645427411,0.2209028353939531,4039.0,7485.18,7510.43,7431.1,288.01,2150833.25,7471.42
2018-07-20 01:00:00,0.11516674961173322,0.2221229195530492,4113.0,7474.35,7475.99,7367.09,395.84,2932585.49,7409.27
2018-07-20 02:00:00,0.10425012582819412,0.2272496181537681,3795.0,7409.62,7456.04,7389.34,193.28,1435525.58,7454.99
2018-07-20 03:00:00,0.07460754622046298,0.21440884171861302,4032.0,7455.67,7471.23,7440.71,165.44,1233432.4,7453.99
2018-07-20 04:00:00,0.1037929786100678,0.20109405904353525,3820.0,7455.15,7467.35,7428.37,188.45,1404045.57,7464.99
2018-07-20 05:00:00,0.10570982080896332,0.22670832913753183,4181.0,7464.99,7466.48,7433.89,133.83,996276.67,7446.46
2018-07-20 06:00:00,0.10053325863541185,0.21788108532109776,3782.0,7446.46,7454.99,7398.94,279.81,2077634.57,7409.78
2018-07-20 07:00:00,0.08414827709682643,0.21499163800879564,4313.0,7409.78,7429.36,7338.91,630.88,4659133.12,7368.86
2018-07-20 08:00:00,0.09010914398328636,0.20536192724458174,5755.0,7366.46,7446.8,7340.56,659.84,4872673.97,7439.8
2018-07-20 09:00:00,0.09879370523308237,0.22031407763039842,5104.0,7438.04,7503.81,7433.81,548.73,4094985.82,7462.19
2018-07-20 10:00:00,0.08814294560410647,0.18488960368603197,5180.0,7462.76,7479.99,7425.0,331.32,2468681.38,7441.72
2018-07-20 11:00:00,0.10208339855904663,0.21178035276313925,5272.0,7439.52,7471.0,7437.96,234.2,1747024.94,7464.71
2018-07-20 12:00:00,0.09804571430916943,0.20979500104083415,5459.0,7465.73,7514.47,7458.15,366.74,2744311.79,7494.0
2018-07-20 13:00:00,0.09371463122741983,0.2187961052503923,5598.0,7494.0,7506.96,7437.47,245.64,1833699.6,7465.04
2018-07-20 14:00:00,0.1171893448208811,0.2260779619183398,6369.0,7465.33,7478.73,7440.09,135.4,1010243.63,7466.15
